"gene","rank_metric"
"TPSAB1",4295.55862170688
"TPSB2",3681.50185563677
"KIT",2307.92752814686
"CPA3",2280.40397492875
"HDC",1897.03289816637
"TPSD1",1817.15640803205
"MS4A2",1726.14695164432
"HPGDS",1122.1722585196
"SIGLEC6",1077.3988517613
"RHEX",1016.1480832949
"PTGS1",604.419049434118
"SAMSN1",351.563874879489
"RGS13",319.650416351936
"GPR65",278.63355215862
"CTSG",270.719718963196
"CD33",261.443509706708
"LAX1",228.503630193889
"GRAP2",215.444898466216
"SLC18A2-AS1",207.891405403568
"DHRS9",202.113485104464
"BTK",200.248007315081
"TESPA1",180.954605782283
"LAT2",179.793562716223
"LINC01147",179.034055450849
"FCER1A",176.123072438178
"ALOX5AP",175.338806101525
"CD300A",172.273650956259
"CD69",169.067515616132
"CALB2",168.893539105767
"TNFRSF9",161.640555974081
"GALNT6",161.546377777801
"SIGLEC8",153.161841996966
"MLPH",151.045585635806
"DDX3Y",143.69932923082
"IKZF3",138.781342985909
"RAB37",137.062349509631
"TMEM154",136.389210260591
"KRT1",133.283971917362
"CADPS",132.911416552384
"RAC2",126.272021821625
"NTRK1",125.325314755597
"GCSAML",125.051027678873
"STAP1",123.166487426555
"CD84",122.31832401419
"TBXAS1",120.078505942018
"GATA1",119.364237051661
"ALOX5",118.868117777787
"CAPG",118.489165591766
"SLC18A2",117.693066630832
"CMA1",117.378332759721
"CD37",115.591414806721
"UCA1-AS1",113.798650690434
"IL13",112.716045391923
"VAV1",110.079126002717
"GPR35",110.04365513542
"FGL2",109.551035547679
"CDCP1",108.728156823972
"SYTL3",108.498670182693
"C3AR1",102.986646667029
"IL18",101.115969531813
"CDK15",101.076552867319
"GNA15",98.5409157222476
"UNC13D",98.3641350903553
"CST7",95.8597351523232
"PIK3R6",95.1287194896729
"PAQR5",94.8935252944882
"TRAF3IP3",91.8802051164429
"CATSPER1",89.7244296204786
"CD300C",89.4760311645755
"AKAP5",89.2486962685185
"CD48",88.8886096158224
"CD38",88.5174687475671
"RPS4Y1",88.1797346949585
"GPR34",88.0369594493601
"ARMH1",87.6164481723208
"CD200R1",86.9793648459639
"TYROBP",86.9078763085797
"C16orf54",85.9589767207357
"GPAT3",85.6821704950064
"APBB1IP",85.4128295711805
"DOCK2",85.2302213181994
"SIGLEC10",84.961846491169
"CD22",83.1941282356075
"SIGLEC14",83.0638488817531
"ATP8B4",82.2261953544867
"GAPT",82.1605027862466
"KLHDC7B",82.0847548225355
"NCKAP1L",81.7864932377766
"ENPP3",81.7695218633684
"HLA-B",80.5632603167053
"CD300LF",79.9173056345325
"CLNK",79.5341665774643
"CCL4L2",77.4213406045667
"USP9Y",76.3253021506416
"HBD",75.9699425660945
"AP1S3",75.1013722663721
"AMHR2",74.7932922448402
"KCNH2",74.7444721443328
"ADCY7",74.4940218171411
"ITGAM",72.4819335210948
"PIK3AP1",72.4486749065629
"BSPRY",71.7086122563453
"BCL11A",71.5718470680437
"LAPTM5",71.4918668140302
"FBP1",71.3880071877079
"SVOPL",71.0201187498025
"LINC00877",70.8393745607296
"GALNT3",70.6390520474892
"HECW2-AS1",69.8599957770466
"OR2AT1P",68.2189897993864
"ZBP1",68.1655615800633
"ZFY",68.1275191885296
"MAG",67.373110103698
"SLC27A2",67.2284617370815
"PTPN6",67.2024826532419
"SLC45A3",67.0738813028578
"FAM30A",66.8153730360797
"BCL2A1",66.6225854698645
"GM2A",66.5325745710139
"ZBTB32",66.3447735033562
"EIF1AY",66.2458088262754
"TSPAN32",66.0548974997435
"MMP2-AS1",65.9926205414184
"SASH3",65.6534644467791
"JAKMIP2",65.4542345688959
"HSH2D",65.3058304477242
"SLC24A3-AS1",64.8728962081112
"SDK2",64.1388831072395
"CHN2",63.2656398493127
"CYTH4",63.1402287916215
"KLHL6",62.4270759446554
"VWA5A",62.1080371918053
"PZP",61.7225883257362
"LINC02829",61.4688855179486
"BIN2",61.1299125965492
"TXK",61.1192447842468
"TRD-AS1",60.8736418765595
"UBXN10",60.2500699138698
"ZC3H12B",59.7475692605013
"RPL32P26",59.741434079433
"PTPRC",59.5860470463443
"SLC8A3",59.4847971092921
"FCER1G",59.1803782153291
"RN7SL494P",59.0275426209738
"NCF4",58.9015048390993
"HEXIM2",58.8259378676437
"ADORA3",58.549136190281
"SYK",58.0674179442392
"PDCD1LG2",57.4404423259811
"NCF4-AS1",57.3912622571575
"RASGRP4",57.3093805792443
"RGS17",57.1948255182352
"FAM83F",56.9382154240812
"CD72",56.425876990417
"APOBR",56.3169127785602
"LINC00996",56.2450328336427
"IRAG2",55.4099604086724
"IRF5",55.3201411417715
"KIAA1549",55.1250163791134
"DNAH10OS",54.3161604793957
"PGBD5",54.1844389081182
"RPS5P2",54.0513549957144
"MYO1F",53.7951129991662
"PRSS12",53.0233599601197
"ASIC4",52.6377517760129
"PTGDR2",52.1002389772197
"MIR142HG",51.7713368290159
"CXCL16",51.6652752974052
"JAKMIP2-AS1",51.3974371458459
"TPSG1",51.2735197431834
"PRSS21",51.1436304574927
"LINC02801",51.0551489500998
"DOK3",50.7692345513069
"GFI1B",50.6885093385729
"HLA-U",50.5342297260107
"RAB27B",50.3047576071292
"FERMT1",49.5795708713738
"DDX28",49.5054123191071
"CCL1",49.3412333243253
"BST1",49.2880037236694
"ITGB8",49.1619154427014
"LINC02207",48.9846450538873
"IL12RB1",48.7322936005911
"NUP210",48.6672708962684
"LTC4S",48.6563186230191
"CASKP1",48.482504440626
"TMEM229B",48.4566922037028
"HLA-A",48.3871681013988
"ERVFRD-1",48.3251041884813
"AQP3",48.2919261845044
"HAVCR2",48.1467050522897
"CAD",47.8482428705619
"GATA2",47.7165610868067
"FMN1",47.5124960442406
"PRKCB",47.467498692488
"ELOVL7",47.3290887907261
"SEZ6",46.8764583034473
"KCTD11",46.8385329627493
"IL2RG",46.8068950704534
"NFKBID",46.7226434639531
"SIGLEC7",46.2952307467366
"RINL",46.1670761238992
"DENND1B",46.1173066581401
"DDO",45.8773643879339
"ADRB2",45.7219437275089
"C19orf84",45.7104910556264
"TTTY14",45.5027774826952
"SLC46A3",44.7853211205696
"TENM2",44.6736482863172
"MRPS6",44.6421574642882
"LCP1",44.5497507514672
"C2CD2L",44.3597807103197
"SIGLEC10-AS1",44.3001065208703
"TRIM66",44.2080979937398
"GFRA3",44.0349131201958
"CTSD",43.7913684472538
"PARVG",43.764229870907
"ADAMTS3",43.5569845691161
"AQP10",43.443781904026
"C8G",43.4007846534117
"HCST",43.3812429872205
"USP30-AS1",43.3564161302429
"ABAT",43.1776367982994
"MFSD6L",42.9863347804831
"NONOP2",42.7376356408241
"SLC36A1",42.6451581348888
"WSCD2",42.6420139682151
